DEPTH,CAL,CNC,CVOL,DT,GR,PE,RD,RMSL,RS,SPBR,ZCOR,ZDEN,Cluster,Vshale,Porosity
1121.283,9.581,34.049,8.479,115.101,70.24,1.881,9.757,0.258,3.02,94.823,0.115,2.117,1,0.221823080377189,0.323030303030303
1121.359,9.592,36.507,8.477,114.766,72.37,1.879,7.796,0.258,2.59,94.258,0.13,2.122,1,0.23457566232599913,0.32
1121.435,9.617,37.995,8.476,114.046,77.779,1.897,6.369,0.26,2.272,93.671,0.086,2.13,1,0.266960035922766,0.3151515151515152
1121.512,9.668,38.966,8.474,112.723,85.521,2.119,5.523,0.261,2.087,93.073,0.03,2.152,3,0.3133123783864691,0.3018181818181817
1121.588,9.749,39.796,8.472,111.007,93.228,2.027,5.24,0.265,2.028,92.478,0.01,2.217,3,0.35945517138152966,0.26242424242424234
1121.664,9.858,40.732,8.471,109.303,99.596,2.012,5.487,0.286,2.074,91.9,-0.051,2.275,3,0.39758120041909895,0.2272727272727273
1121.74,9.98,40.768,8.469,107.78,104.25,1.939,6.344,0.35,2.245,91.355,0.084,2.334,3,0.4254452926208651,0.19151515151515142
1121.816,10.096,39.838,8.467,106.374,105.789,2.007,8.112,0.513,2.673,90.855,0.083,2.364,3,0.43465948211345606,0.17333333333333337
1121.893,10.192,39.249,8.465,105.097,103.724,2.242,11.115,0.877,3.579,90.407,0.077,2.381,3,0.42229606346355336,0.1630303030303031
1121.969,10.258,38.793,8.463,104.202,99.245,2.363,15.335,1.392,5.096,90.021,0.079,2.383,3,0.39547971860499925,0.16181818181818178
1122.045,10.296,39.717,8.46,104.097,95.272,2.654,20.321,1.52,7.145,89.699,0.042,2.384,3,0.371692860350247,0.16121212121212122
1122.121,10.314,42.24,8.458,104.964,94.708,2.589,25.186,1.448,9.411,89.441,-0.002,2.381,3,0.36831612034126626,0.1630303030303031
1122.197,10.322,45.35,8.456,106.409,96.691,2.426,29.017,1.592,11.453,89.244,-0.005,2.379,3,0.38018859452177817,0.1642424242424242
1122.274,10.323,46.525,8.454,107.727,99.064,1.987,31.201,1.984,12.882,89.098,0.045,2.383,3,0.3943960484957341,0.16181818181818178
1122.35,10.317,45.397,8.452,108.524,100.154,1.965,31.642,2.233,13.515,88.99,0.083,2.379,3,0.4009220176620266,0.1642424242424242
1122.426,10.298,45.178,8.449,108.867,101.086,2.205,30.749,1.782,13.428,88.906,0.12,2.371,3,0.4065020206555905,0.16909090909090904
1122.502,10.259,47.041,8.447,108.989,103.158,2.499,29.207,1.213,12.897,88.837,0.072,2.349,3,0.4189073491992217,0.18242424242424227
1122.578,10.201,49.373,8.445,108.895,104.629,2.542,27.661,0.934,12.25,88.775,0.095,2.348,3,0.4277144140098788,0.18303030303030307
1122.655,10.129,48.555,8.443,108.138,104.925,2.535,26.469,0.907,11.722,88.721,0.072,2.348,3,0.4294866038018261,0.18303030303030307
1122.731,10.055,44.723,8.441,106.301,105.187,2.374,25.719,1.121,11.402,88.678,0.028,2.351,3,0.4310552312528064,0.18121212121212119
1122.807,9.991,41.356,8.439,103.581,107.4,2.453,25.394,1.613,11.297,88.651,0.094,2.37,3,0.44430474479868287,0.1696969696969696
1122.883,9.945,40.855,8.437,100.661,110.612,2.632,25.411,2.047,11.378,88.651,0.108,2.389,3,0.4635353988923813,0.15818181818181826
1122.959,9.919,44.103,8.435,98.17,112.039,2.512,25.626,1.909,11.577,88.687,0.143,2.418,3,0.4720790300853166,0.14060606060606046
1123.036,9.907,47.716,8.433,96.397,110.2,2.322,25.874,1.678,11.817,88.77,0.018,2.431,3,0.46106870229007635,0.13272727272727264
1123.112,9.903,47.982,8.431,95.313,106.796,2.474,25.998,1.642,12.023,88.906,0.021,2.437,3,0.44068851968268224,0.12909090909090915
1123.188,9.902,45.527,8.429,94.89,106.02,2.666,25.872,1.74,12.137,89.102,0.084,2.425,3,0.436042508606496,0.13636363636363644
1123.264,9.902,43.14,8.427,95.33,108.962,2.664,25.416,1.79,12.119,89.359,0.064,2.404,3,0.4536566382278102,0.1490909090909091
1123.34,9.903,44.032,8.425,96.713,114.307,2.413,24.613,1.706,11.952,89.678,0.016,2.377,3,0.4856578356533453,0.16545454545454555
1123.417,9.903,48.246,8.424,98.662,119.425,2.34,23.524,1.607,11.646,90.061,0.016,2.359,3,0.5162999550965424,0.17636363636363633
1123.493,9.9,53.393,8.422,100.722,123.017,2.137,22.274,1.627,11.243,90.514,0.086,2.343,3,0.5378057177069301,0.18606060606060604
1123.569,9.89,56.169,8.42,102.791,125.848,2.131,21.02,1.841,10.804,91.046,0.215,2.329,3,0.554755276156264,0.19454545454545438
1123.645,9.869,56.58,8.418,104.968,129.098,2.199,19.899,2.097,10.396,91.667,0.065,2.309,3,0.5742134411016315,0.20666666666666653
1123.721,9.834,56.158,8.416,107.167,134.069,2.529,18.993,1.943,10.074,92.383,0.054,2.302,3,0.6039754527765304,0.21090909090909085
1123.798,9.785,55.319,8.414,108.96,140.148,2.667,18.327,1.463,9.865,93.19,0.068,2.306,3,0.6403712019158808,0.2084848484848484
1123.874,9.728,55.763,8.412,109.807,147.506,2.51,17.885,1.107,9.774,94.073,0.057,2.315,3,0.6844244873521927,0.20303030303030303
1123.95,9.665,54.194,8.411,109.579,156.401,2.392,17.65,0.959,9.795,95.002,0.099,2.323,3,0.7376799880257447,0.19818181818181815
1124.026,9.603,48.34,8.409,108.738,166.111,2.557,17.634,0.962,9.929,95.939,0.096,2.328,3,0.795814997754827,0.1951515151515152
1124.102,9.544,41.041,8.407,107.856,173.406,2.822,17.878,1.078,10.179,96.841,0.057,2.319,3,0.8394910941475827,0.2006060606060606
1124.179,9.488,36.071,8.406,107.131,173.933,2.703,18.438,1.182,10.533,97.669,0.125,2.314,3,0.8426463104325699,0.20363636363636356
1124.255,9.437,34.207,8.404,106.433,165.895,2.261,19.32,1.055,10.935,98.393,0.097,2.296,3,0.7945217781769197,0.21454545454545462
1124.331,9.395,33.445,8.402,105.631,149.678,1.788,20.432,0.826,11.275,98.998,0.028,2.273,3,0.6974285286633737,0.22848484848484837
1124.407,9.365,32.43,8.401,104.89,129.608,1.745,21.558,0.708,11.42,99.481,0.033,2.234,3,0.5772668762161354,0.2521212121212121
1124.483,9.352,31.588,8.399,104.643,111.098,1.659,22.404,0.744,11.261,99.857,0.027,2.205,1,0.46644514294267325,0.2696969696969696
1124.56,9.361,32.379,8.398,105.214,97.455,1.755,22.702,0.969,10.766,100.156,0.011,2.179,1,0.3847627600658584,0.2854545454545455
1124.636,9.394,34.658,8.396,106.545,90.43,1.765,22.313,1.329,10.001,100.413,0.045,2.17,1,0.3427031881454872,0.2909090909090909
1124.712,9.449,36.961,8.395,108.236,89.547,1.8,21.291,1.203,9.107,100.664,-0.012,2.16,1,0.33741655440802276,0.29696969696969683
1124.788,9.52,37.624,8.393,109.74,91.604,2.023,19.872,0.723,8.255,100.939,0.024,2.154,1,0.34973207603652146,0.3006060606060606
1124.864,9.594,36.08,8.392,110.617,92.696,1.956,18.391,0.452,7.595,101.253,0.015,2.149,1,0.35627001945816494,0.3036363636363636
1124.941,9.654,33.597,8.39,110.769,91.18,1.998,17.192,0.328,7.236,101.611,0.089,2.146,1,0.3471935339021105,0.3054545454545455
1125.017,9.682,31.418,8.388,110.393,87.87,1.921,16.589,0.272,7.258,102.009,0.11,2.14,1,0.3273761412962132,0.30909090909090897
1125.093,9.671,30.363,8.387,109.746,85.798,1.957,16.858,0.251,7.716,102.435,0.14,2.145,1,0.314970812752582,0.30606060606060603
1125.169,9.625,31.13,8.385,108.992,86.81,1.752,18.25,0.251,8.611,102.877,0.052,2.157,1,0.3210297859601856,0.2987878787878787
1125.245,9.56,32.811,8.383,108.2,89.284,1.593,20.958,0.264,9.854,103.321,0.105,2.187,1,0.3358419398293669,0.2806060606060607
1125.322,9.495,33.372,8.382,107.417,90.93,1.461,25.006,0.285,11.245,103.755,0.07,2.206,1,0.3456967519832361,0.2690909090909091
1125.398,9.444,31.614,8.38,106.734,89.966,1.577,30.154,0.323,12.518,104.169,0.042,2.22,1,0.3399251609040562,0.26060606060606045
1125.474,9.412,29.011,8.379,106.294,85.502,1.605,35.929,0.4,13.434,104.562,0.043,2.216,1,0.3131986229606346,0.2630303030303029
1125.55,9.398,27.481,8.377,106.227,78.39,1.583,41.578,0.561,13.863,104.935,0.06,2.205,1,0.27061817093249513,0.2696969696969696
1125.626,9.394,26.614,8.375,106.52,71.121,1.5,46.292,0.839,13.818,105.296,0.059,2.2,1,0.22709773985930248,0.2727272727272726
1125.703,9.393,25.271,8.374,106.964,66.449,1.566,49.449,1.046,13.423,105.658,0.048,2.188,1,0.19912587935937734,0.27999999999999986
1125.779,9.393,22.784,8.372,107.259,65.629,1.581,50.805,0.943,12.85,106.031,0.052,2.186,1,0.19421643466546928,0.2812121212121212
1125.855,9.394,21.022,8.371,107.194,67.592,1.651,50.571,0.758,12.249,106.424,0.025,2.182,1,0.2059691662924712,0.28363636363636363
1125.931,9.395,21.187,8.369,106.756,70.346,1.663,49.341,0.637,11.717,106.838,0.01,2.191,1,0.22245771591079183,0.27818181818181825
1126.007,9.399,22.892,8.368,106.051,71.861,1.702,47.876,0.562,11.293,107.268,0.075,2.203,1,0.2315282143391708,0.270909090909091
1126.084,9.405,24.757,8.366,105.174,70.546,1.702,46.859,0.518,10.975,107.701,0.035,2.216,1,0.22365514144589138,0.2630303030303029
1126.16,9.414,25.384,8.365,104.175,66.892,1.69,46.702,0.498,10.735,108.121,0.056,2.231,1,0.2017781769196228,0.25393939393939396
1126.236,9.427,25.802,8.363,103.17,63.718,1.517,47.443,0.499,10.525,108.515,0.051,2.235,1,0.1827750336775932,0.2515151515151515
1126.312,9.443,26.618,8.362,102.405,63.478,1.545,48.766,0.506,10.282,108.868,0.063,2.229,1,0.18133812303547375,0.2551515151515151
1126.388,9.463,27.56,8.36,102.144,65.947,1.473,50.151,0.506,9.945,109.175,0.041,2.225,1,0.19612034126627753,0.25757575757575746
1126.465,9.487,27.556,8.359,102.474,68.728,1.554,51.072,0.493,9.48,109.439,0.039,2.215,1,0.21277054333183654,0.26363636363636367
1126.541,9.519,27.027,8.357,103.241,69.594,1.533,51.153,0.474,8.896,109.668,0.062,2.206,1,0.21795539589881752,0.2690909090909091
1126.617,9.558,27.597,8.355,104.169,68.681,1.636,50.265,0.456,8.24,109.875,0.036,2.19,1,0.21248914833108815,0.2787878787878788
1126.693,9.604,29.543,8.354,105.078,65.544,1.532,48.538,0.439,7.581,110.075,0.047,2.176,1,0.19370752881305192,0.2872727272727271
1126.769,9.652,32.557,8.352,105.991,60.237,1.278,46.272,0.412,6.984,110.279,0.134,2.173,1,0.16193384223918578,0.289090909090909
1126.846,9.697,35.436,8.35,107.018,55.6,1.162,43.811,0.372,6.488,110.493,0.073,2.162,1,0.13417153120790304,0.2957575757575758
1126.922,9.733,37.821,8.349,108.113,53.775,1.142,41.414,0.332,6.102,110.72,0.086,2.155,1,0.12324502320011975,0.3000000000000001
1126.998,9.755,38.629,8.347,109.048,54.224,1.302,39.213,0.311,5.808,110.955,0.064,2.151,1,0.1259332435264182,0.3024242424242425
1127.074,9.759,36.26,8.345,109.609,54.74,1.371,37.233,0.31,5.584,111.189,0.055,2.15,1,0.12902260140697502,0.30303030303030304
1127.15,9.743,31.851,8.343,109.814,53.628,1.371,35.458,0.325,5.408,111.413,0.059,2.154,1,0.1223649154318216,0.3006060606060606
1127.227,9.71,27.923,8.342,109.862,51.835,1.34,33.887,0.339,5.275,111.614,0.108,2.15,1,0.11162999550965426,0.30303030303030304
1127.303,9.664,26.604,8.34,109.891,51.721,1.387,32.547,0.343,5.184,111.783,0.102,2.152,1,0.1109474629546475,0.3018181818181817
1127.379,9.61,27.387,8.338,109.806,53.161,1.476,31.49,0.341,5.143,111.914,0.046,2.152,1,0.11956892680736418,0.3018181818181817
1127.455,9.551,28.574,8.336,109.425,55.272,1.452,30.778,0.341,5.158,112.003,0.055,2.158,1,0.13220775333033977,0.2981818181818182
1127.531,9.489,29.534,8.335,108.736,57.845,1.449,30.465,0.343,5.224,112.05,0.06,2.171,1,0.1476126328393953,0.2903030303030304
1127.608,9.428,30.436,8.333,107.946,59.762,1.435,30.578,0.342,5.328,112.056,0.057,2.18,1,0.15908995659332437,0.28484848484848474
1127.684,9.369,31.28,8.332,107.262,60.133,1.444,31.105,0.342,5.448,112.02,0.052,2.19,1,0.16131118096093403,0.2787878787878788
1127.76,9.32,30.982,8.33,106.734,59.139,1.444,31.982,0.352,5.557,111.944,0.066,2.193,1,0.15535997605148932,0.2769696969696969
1127.836,9.282,29.47,8.329,106.301,56.871,1.452,33.092,0.38,5.632,111.835,0.031,2.181,1,0.1417811704834606,0.2842424242424242
1127.912,9.258,27.451,8.327,105.96,54.281,1.472,34.257,0.423,5.655,111.703,0.036,2.175,1,0.12627450980392158,0.28787878787878796
1127.989,9.246,26.48,8.326,105.81,53.488,1.475,35.253,0.459,5.611,111.562,0.02,2.168,1,0.12152671755725192,0.292121212121212
1128.065,9.242,27.16,8.325,105.911,53.958,1.473,35.863,0.466,5.492,111.43,0.064,2.171,1,0.12434066756473582,0.2903030303030304
1128.141,9.241,28.938,8.323,106.173,54.496,1.467,35.935,0.443,5.296,111.321,0.077,2.169,1,0.1275617422541536,0.29151515151515145
1128.217,9.241,31.426,8.322,106.444,55.492,1.463,35.44,0.412,5.033,111.246,0.042,2.173,1,0.13352492141894926,0.289090909090909
1128.293,9.241,32.957,8.32,106.658,57.084,1.454,34.495,0.388,4.727,111.211,0.043,2.177,1,0.1430564286783416,0.2866666666666666
1128.37,9.243,31.98,8.319,106.852,58.487,1.449,33.318,0.375,4.417,111.219,0.045,2.174,1,0.15145636880706484,0.2884848484848485
1128.446,9.246,29.024,8.317,107.081,58.155,1.416,32.163,0.375,4.141,111.268,0.067,2.171,1,0.1494686424187996,0.2903030303030304
1128.522,9.249,26.173,8.316,107.35,55.104,1.4,31.243,0.387,3.925,111.349,0.074,2.161,1,0.13120191588085617,0.29636363636363633
1128.598,9.252,24.898,8.315,107.616,51.156,1.326,30.69,0.409,3.778,111.448,0.075,2.158,1,0.10756473581799132,0.2981818181818182
1128.674,9.251,25.474,8.313,107.834,49.294,1.386,30.553,0.441,3.692,111.551,0.065,2.151,1,0.09641670408621462,0.3024242424242425
1128.751,9.248,26.823,8.312,108.008,49.482,1.354,30.805,0.488,3.653,111.641,0.091,2.149,1,0.0975422840892082,0.3036363636363636
1128.827,9.244,27.474,8.31,108.197,49.947,1.427,31.37,0.56,3.647,111.711,0.087,2.149,1,0.10032629845831464,0.3036363636363636
1128.903,9.239,27.031,8.309,108.47,49.502,1.44,32.104,0.665,3.661,111.757,0.027,2.15,1,0.09766202664271818,0.30303030303030304
1128.979,9.237,25.745,8.308,108.874,48.896,1.478,32.826,0.799,3.683,111.783,0.001,2.158,1,0.09403382727136658,0.2981818181818182
1129.055,9.236,24.756,8.306,109.381,49.002,1.492,33.366,0.927,3.704,111.795,0.005,2.168,1,0.09466846280496934,0.292121212121212
1129.132,9.238,24.719,8.305,109.806,49.451,1.493,33.594,1.013,3.715,111.802,0.001,2.171,1,0.09735668313126779,0.2903030303030304
1129.208,9.24,25.205,8.303,109.988,48.96,1.434,33.462,1.04,3.711,111.813,0.046,2.171,1,0.09441700344259843,0.2903030303030304
1129.284,9.241,26.041,8.302,110.066,47.518,1.363,33.0,0.985,3.693,111.834,0.097,2.163,1,0.08578356533453077,0.2951515151515152
1129.36,9.243,26.865,8.301,110.316,47.004,1.41,32.304,0.862,3.666,111.87,0.051,2.147,1,0.08270618170932495,0.3048484848484849
1129.436,9.243,26.881,8.299,110.769,48.482,1.426,31.501,0.729,3.639,111.924,0.043,2.141,1,0.09155515641371052,0.3084848484848484
1129.513,9.242,26.522,8.298,111.121,51.685,1.441,30.719,0.627,3.616,111.993,0.047,2.14,1,0.11073192635832961,0.30909090909090897
1129.589,9.241,26.634,8.296,111.027,54.666,1.44,30.054,0.555,3.6,112.071,0.118,2.148,1,0.12857955395898815,0.30424242424242415
1129.665,9.24,27.202,8.295,110.493,56.486,1.445,29.555,0.502,3.586,112.151,0.105,2.152,1,0.13947612632839396,0.3018181818181817
1129.741,9.239,28.224,8.294,109.952,57.725,1.439,29.213,0.461,3.571,112.227,0.045,2.155,1,0.14689417751833558,0.3000000000000001
1129.817,9.239,29.46,8.292,109.744,58.117,1.428,28.968,0.431,3.553,112.294,0.034,2.158,1,0.14924113156713067,0.2981818181818182
1129.894,9.241,29.478,8.291,109.693,57.15,1.426,28.734,0.412,3.531,112.348,0.006,2.16,1,0.14345157910492443,0.29696969696969683
1129.97,9.242,28.214,8.289,109.453,55.344,1.449,28.405,0.396,3.504,112.387,0.035,2.158,1,0.13263882652297562,0.2981818181818182
1130.046,9.244,27.043,8.288,108.947,53.211,1.428,27.901,0.377,3.473,112.41,0.023,2.152,1,0.11986828319113906,0.3018181818181817
1130.122,9.245,26.605,8.287,108.436,51.354,1.338,27.18,0.354,3.437,112.417,0.084,2.158,1,0.10875018709773987,0.2981818181818182
1130.198,9.246,27.237,8.285,108.251,50.112,1.365,26.235,0.334,3.398,112.413,0.068,2.172,1,0.10131417452477176,0.28969696969696956
1130.275,9.247,28.475,8.284,108.437,49.351,1.373,25.082,0.321,3.356,112.402,0.077,2.184,1,0.09675797036371801,0.2824242424242423
1130.351,9.247,28.762,8.282,108.751,48.798,1.401,23.743,0.313,3.309,112.391,0.117,2.19,1,0.09344708875916781,0.2787878787878788
1130.427,9.245,27.743,8.281,108.998,47.981,1.389,22.247,0.312,3.258,112.382,0.014,2.166,1,0.08855560544828621,0.29333333333333333
1130.503,9.242,27.309,8.279,109.19,47.675,1.385,20.638,0.318,3.203,112.378,0.005,2.157,1,0.08672354437958389,0.2987878787878787
1130.579,9.24,27.68,8.278,109.347,48.985,1.376,18.981,0.326,3.146,112.375,0.02,2.15,1,0.09456668163448587,0.30303030303030304
1130.656,9.239,27.524,8.277,109.399,51.939,1.381,17.371,0.329,3.091,112.367,0.013,2.15,1,0.11225265678790601,0.30303030303030304
1130.732,9.24,26.392,8.275,109.244,54.415,1.37,15.918,0.321,3.044,112.345,0.026,2.15,1,0.12707678491243826,0.30303030303030304
1130.808,9.242,25.112,8.274,108.787,54.852,1.368,14.72,0.307,3.007,112.3,0.033,2.152,1,0.12969315970663073,0.3018181818181817
1130.884,9.244,24.847,8.272,108.066,53.943,1.339,13.851,0.293,2.985,112.224,0.028,2.156,1,0.12425086064960335,0.29939393939393927
1130.96,9.245,25.76,8.271,107.376,53.441,1.35,13.313,0.283,2.976,112.116,0.025,2.161,1,0.12124532255650354,0.29636363636363633
1131.037,9.246,26.882,8.27,107.108,55.518,1.34,13.078,0.279,2.979,111.979,0.035,2.166,1,0.1336805867385122,0.29333333333333333
1131.113,9.245,27.544,8.268,107.425,60.337,1.373,13.094,0.281,2.993,111.822,0.03,2.172,1,0.16253255500673555,0.28969696969696956
1131.189,9.245,28.435,8.267,108.16,66.709,1.366,13.319,0.288,3.015,111.659,0.06,2.184,1,0.20068253255500676,0.2824242424242423
1131.265,9.244,29.557,8.265,109.036,72.896,1.405,13.733,0.294,3.045,111.505,0.054,2.195,1,0.23772489148331089,0.2757575757575758
1131.341,9.243,29.883,8.264,109.891,77.033,1.487,14.341,0.297,3.083,111.372,0.04,2.197,1,0.2624936386768448,0.2745454545454545
1131.418,9.241,29.288,8.263,110.715,78.715,1.586,15.16,0.298,3.126,111.266,0.066,2.189,1,0.2725639874270319,0.2793939393939393
1131.494,9.24,28.668,8.261,111.451,79.05,1.585,16.21,0.298,3.173,111.19,0.058,2.176,1,0.2745696751983236,0.2872727272727271
1131.57,9.238,28.067,8.26,111.814,78.761,1.607,17.5,0.295,3.224,111.138,0.059,2.164,1,0.27283939530010476,0.29454545454545444
1131.646,9.237,27.874,8.258,111.513,77.508,1.654,19.051,0.293,3.278,111.103,0.043,2.158,1,0.2653375243227062,0.2981818181818182
1131.722,9.237,28.885,8.257,110.567,74.364,1.634,20.871,0.297,3.332,111.077,0.051,2.157,1,0.2465139949109415,0.2987878787878787
1131.799,9.237,31.295,8.256,109.308,68.93,1.54,22.931,0.319,3.387,111.056,0.084,2.162,1,0.21397994312228713,0.2957575757575758
1131.875,9.239,33.959,8.254,108.098,62.131,1.459,25.142,0.367,3.443,111.04,0.1,2.164,1,0.17327346205657837,0.29454545454545444
1131.951,9.241,33.528,8.253,107.119,56.365,1.401,27.335,0.439,3.503,111.031,0.096,2.161,1,0.13875168387965875,0.29636363636363633
1132.027,9.244,30.343,8.251,106.413,53.497,1.425,29.283,0.526,3.563,111.038,0.062,2.164,1,0.12158060170633139,0.29454545454545444
1132.103,9.246,27.93,8.25,106.054,52.397,1.399,30.78,0.618,3.619,111.066,0.126,2.176,1,0.11499476126328394,0.2872727272727271
1132.18,9.246,28.04,8.249,106.17,51.897,1.365,31.701,0.695,3.662,111.117,0.113,2.184,1,0.1120011974255351,0.2824242424242423
1132.256,9.245,29.832,8.247,106.712,51.302,1.288,32.075,0.743,3.687,111.193,0.07,2.182,1,0.108438856458614,0.28363636363636363
1132.332,9.243,31.503,8.246,107.367,50.791,1.368,32.093,0.787,3.696,111.284,0.04,2.181,1,0.10537943421643466,0.2842424242424242
1132.408,9.242,31.804,8.244,107.8,50.668,1.419,32.031,0.877,3.702,111.382,0.034,2.181,1,0.10464301751234846,0.2842424242424242
1132.484,9.24,30.844,8.243,107.946,50.729,1.45,32.153,1.034,3.72,111.472,0.1,2.195,1,0.10500823230055381,0.2757575757575758
1132.561,9.239,29.293,8.242,107.981,51.142,1.473,32.627,1.191,3.768,111.542,0.055,2.201,1,0.10748091603053438,0.27212121212121204
1132.637,9.236,27.741,8.24,108.056,51.166,1.502,33.507,1.252,3.859,111.582,0.072,2.207,1,0.10762460709474629,0.26848484848484855
1132.713,9.231,26.628,8.239,108.121,50.456,1.532,34.772,1.279,3.997,111.587,0.073,2.194,1,0.10337374644514297,0.27636363636363637
1132.789,9.223,26.464,8.237,107.997,48.982,1.473,36.373,1.388,4.183,111.555,0.028,2.183,1,0.09454872025145937,0.2830303030303031
1132.865,9.214,26.955,8.236,107.574,47.649,1.44,38.262,1.576,4.41,111.493,0.047,2.176,1,0.08656787906002097,0.2872727272727271
1132.942,9.206,27.294,8.235,106.951,47.247,1.471,40.369,1.666,4.666,111.41,0.081,2.177,1,0.0841610537344709,0.2866666666666666
1133.018,9.2,27.531,8.233,106.326,47.612,1.532,42.572,1.561,4.929,111.323,0.095,2.183,1,0.08634635533602757,0.2830303030303031
1133.094,9.199,27.776,8.232,105.797,48.486,1.543,44.657,1.395,5.163,111.245,0.084,2.191,1,0.0915791049244125,0.27818181818181825
1133.17,9.206,28.56,8.23,105.389,49.227,1.547,46.332,1.277,5.33,111.193,0.048,2.193,1,0.09601556653195628,0.2769696969696969
1133.246,9.224,29.945,8.229,105.274,49.663,1.535,47.303,1.211,5.395,111.175,0.076,2.194,1,0.09862595419847327,0.27636363636363637
1133.323,9.257,31.28,8.228,105.758,49.608,1.548,47.386,1.158,5.349,111.196,0.046,2.183,1,0.09829666217632091,0.2830303030303031
1133.399,9.306,32.194,8.226,106.997,49.237,1.562,46.559,1.073,5.204,111.253,0.089,2.155,1,0.09607543780871129,0.3000000000000001
1133.475,9.37,33.281,8.225,108.763,49.488,1.573,44.964,0.963,4.993,111.338,0.024,2.114,1,0.0975782068552612,0.3248484848484849
1133.551,9.44,34.629,8.223,110.536,50.702,1.574,42.85,0.828,4.754,111.439,0.013,2.075,1,0.10484657985331537,0.34848484848484834
1133.627,9.502,35.326,8.222,111.861,52.167,1.562,40.494,0.666,4.518,111.543,0.109,2.089,1,0.1136177218979195,0.33999999999999997
1133.704,9.544,34.251,8.22,112.637,53.539,1.554,38.142,0.523,4.303,111.636,0.246,2.096,1,0.12183206106870231,0.33575757575757564
1133.78,9.559,31.385,8.219,112.961,55.4,1.557,35.96,0.431,4.117,111.707,0.217,2.131,1,0.13297410567280346,0.31454545454545463
1133.856,9.547,29.279,8.217,112.81,57.582,1.559,34.013,0.396,3.957,111.747,0.161,2.121,1,0.14603801826073942,0.32060606060606056
1133.932,9.515,28.97,8.215,112.028,58.611,1.594,32.279,0.408,3.819,111.75,0.125,2.144,1,0.1521987726388265,0.30666666666666653
1134.008,9.471,29.162,8.214,110.595,58.085,1.624,30.682,0.451,3.7,111.716,0.045,2.147,1,0.14904954348151475,0.3048484848484849
1134.085,9.424,28.89,8.212,108.838,57.201,1.684,29.131,0.502,3.598,111.648,0.062,2.181,1,0.1437569226163748,0.2842424242424242
1134.161,9.378,28.616,8.211,107.316,57.321,1.622,27.541,0.531,3.507,111.554,0.062,2.202,1,0.1444753779374345,0.2715151515151515
1134.237,9.334,29.363,8.209,106.44,59.221,1.62,25.922,0.518,3.428,111.441,0.115,2.213,1,0.1558509205208801,0.2648484848484848
1134.313,9.294,32.117,8.208,106.225,61.548,1.606,24.369,0.462,3.361,111.319,0.137,2.199,1,0.16978296662176323,0.2733333333333334
1134.389,9.258,36.391,8.206,106.414,61.674,1.708,23.009,0.395,3.309,111.195,0.1,2.18,1,0.1705373447088759,0.28484848484848474
1134.466,9.23,39.476,8.205,106.756,59.415,1.706,21.941,0.353,3.275,111.078,0.085,2.178,1,0.15701242328992665,0.28606060606060607
1134.542,9.211,39.853,8.203,107.135,56.837,1.724,21.19,0.346,3.258,110.974,0.035,2.178,1,0.14157760814249368,0.28606060606060607
1134.618,9.2,39.336,8.202,107.515,55.387,1.703,20.71,0.372,3.257,110.889,0.054,2.186,1,0.132896273013022,0.2812121212121212
1134.694,9.194,38.835,8.201,107.87,55.028,1.599,20.414,0.412,3.268,110.829,0.046,2.189,1,0.13074689417751834,0.2793939393939393
1134.77,9.191,38.943,8.199,108.178,54.535,1.547,20.213,0.434,3.288,110.794,0.071,2.189,1,0.12779524023349798,0.2793939393939393
1134.847,9.188,39.03,8.198,108.451,52.988,1.508,20.039,0.421,3.311,110.782,0.058,2.182,1,0.11853315371950307,0.28363636363636363
1134.923,9.184,38.234,8.196,108.746,51.347,1.563,19.842,0.393,3.328,110.789,0.034,2.179,1,0.1087082772040114,0.2854545454545455
1134.999,9.178,37.12,8.195,109.111,50.724,1.606,19.589,0.367,3.331,110.807,0.128,2.175,1,0.10497829666217631,0.28787878787878796
1135.075,9.172,36.302,8.194,109.526,51.368,1.581,19.267,0.353,3.318,110.831,0.123,2.168,1,0.10883400688519684,0.292121212121212
1135.151,9.168,35.471,8.192,109.916,53.654,1.553,18.882,0.358,3.289,110.856,0.071,2.165,1,0.12252058075138456,0.2939393939393939
1135.228,9.169,33.794,8.191,110.214,57.247,1.526,18.458,0.392,3.251,110.88,-0.005,2.165,1,0.1440323304894477,0.2939393939393939
1135.304,9.176,31.329,8.19,110.431,61.081,1.522,18.02,0.462,3.215,110.903,0.041,2.169,1,0.16698697799730583,0.29151515151515145
1135.38,9.19,28.605,8.188,110.616,64.073,1.522,17.59,0.547,3.186,110.926,0.076,2.168,1,0.18490046400239482,0.292121212121212
1135.456,9.208,26.886,8.187,110.785,64.786,1.528,17.18,0.58,3.168,110.948,0.024,2.163,1,0.18916928603502473,0.2951515151515152
1135.532,9.229,26.54,8.186,110.904,63.606,1.531,16.807,0.525,3.16,110.968,0.059,2.156,1,0.18210447537793745,0.29939393939393927
1135.609,9.248,27.122,8.184,110.946,62.013,1.526,16.509,0.449,3.161,110.982,0.064,2.146,1,0.17256698099086962,0.3054545454545455
1135.685,9.263,27.518,8.183,110.928,60.643,1.515,16.335,0.397,3.168,110.991,0.047,2.134,1,0.1643646160754378,0.31272727272727274
1135.761,9.273,27.515,8.181,110.88,58.829,1.509,16.35,0.369,3.184,110.994,0.094,2.124,1,0.15350396647208503,0.3187878787878787
