DEPTH,CAL,CNC,CVOL,DT,GR,PE,RD,RMSL,RS,SPBR,ZCOR,ZDEN,Cluster,Vshale,Porosity
1135.837,9.278,27.958,8.18,110.796,55.844,1.516,16.62,0.359,3.21,110.991,0.073,2.109,1,0.13563239036072447,0.3278787878787878
1135.913,9.278,28.841,8.178,110.652,52.639,1.528,17.204,0.362,3.247,110.984,0.061,2.104,1,0.11644364616075441,0.3309090909090908
1135.99,9.274,30.332,8.177,110.462,50.818,1.489,18.142,0.389,3.293,110.973,0.142,2.107,1,0.1055410866636731,0.32909090909090893
1136.066,9.269,31.814,8.176,110.273,51.111,1.433,19.444,0.463,3.351,110.96,0.166,2.111,1,0.10729531507259392,0.3266666666666665
1136.142,9.264,32.203,8.174,110.11,51.819,1.353,21.075,0.624,3.425,110.945,0.089,2.119,1,0.11153420146684631,0.32181818181818167
1136.218,9.259,31.499,8.173,109.955,51.686,1.256,22.949,0.92,3.524,110.929,0.07,2.127,1,0.1107379134860051,0.31696969696969707
1136.294,9.256,29.961,8.171,109.79,50.953,1.291,24.948,1.305,3.652,110.909,0.079,2.135,1,0.10634934889986532,0.3121212121212122
1136.371,9.254,28.41,8.17,109.655,49.938,1.326,26.949,1.489,3.812,110.882,0.04,2.136,1,0.10027241430923517,0.3115151515151514
1136.447,9.254,27.567,8.168,109.628,48.648,1.329,28.872,1.386,4.0,110.84,0.075,2.14,1,0.09254901960784316,0.30909090909090897
1136.523,9.253,27.692,8.167,109.734,46.938,1.302,30.691,1.265,4.214,110.779,0.055,2.134,1,0.08231103128274213,0.31272727272727274
1136.599,9.253,28.435,8.166,109.898,45.351,1.304,32.412,1.254,4.448,110.697,0.083,2.132,1,0.07280945966172729,0.31393939393939385
1136.675,9.252,28.916,8.164,110.022,44.222,1.313,34.024,1.364,4.693,110.596,0.058,2.129,1,0.06604999251609042,0.31575757575757574
1136.752,9.252,28.491,8.163,110.08,44.109,1.299,35.477,1.545,4.934,110.483,0.096,2.133,1,0.0653734470887592,0.3133333333333333
1136.828,9.252,26.845,8.161,110.116,44.505,1.302,36.676,1.674,5.153,110.365,0.055,2.136,1,0.06774434964825628,0.3115151515151514
1136.904,9.254,25.387,8.16,110.139,44.627,1.284,37.52,1.617,5.331,110.252,0.061,2.145,1,0.06847477922466699,0.30606060606060603
1136.98,9.258,24.796,8.159,110.081,44.284,1.331,37.948,1.411,5.459,110.152,0.02,2.15,1,0.06642119443197127,0.30303030303030304
1137.056,9.262,24.67,8.157,109.88,43.716,1.331,37.961,1.183,5.534,110.071,0.043,2.157,1,0.0630205059122886,0.2987878787878787
1137.133,9.268,24.536,8.156,109.581,44.073,1.347,37.619,0.997,5.565,110.014,0.036,2.16,1,0.06515791049244127,0.29696969696969683
1137.209,9.273,24.345,8.154,109.3,45.479,1.326,37.02,0.865,5.563,109.98,0.028,2.163,1,0.073575812004191,0.2951515151515152
1137.285,9.277,24.627,8.153,109.117,47.175,1.356,36.282,0.766,5.543,109.963,0.057,2.159,1,0.08372998054183504,0.29757575757575766
1137.361,9.281,26.018,8.151,109.017,48.166,1.26,35.526,0.676,5.517,109.954,0.047,2.161,1,0.08966322406825325,0.29636363636363633
1137.437,9.284,28.759,8.15,108.943,48.427,1.309,34.878,0.59,5.499,109.941,0.068,2.154,1,0.09122586439155816,0.3006060606060606
1137.514,9.286,31.674,8.149,108.869,48.038,1.321,34.461,0.519,5.506,109.912,0.118,2.152,1,0.08889687172578954,0.3018181818181817
1137.59,9.289,31.769,8.147,108.812,46.844,1.395,34.386,0.471,5.558,109.859,0.076,2.142,1,0.08174824128124535,0.3078787878787879
1137.666,9.292,28.584,8.146,108.783,45.628,1.39,34.731,0.448,5.67,109.779,0.113,2.148,1,0.07446789402784015,0.30424242424242415
1137.742,9.295,25.729,8.144,108.755,44.589,1.433,35.517,0.445,5.85,109.669,0.072,2.148,1,0.06824726837299806,0.30424242424242415
1137.818,9.298,25.043,8.143,108.683,43.568,1.415,36.71,0.454,6.094,109.531,0.045,2.153,1,0.06213441101631492,0.30121212121212115
1137.895,9.3,26.098,8.141,108.543,42.463,1.43,38.202,0.47,6.383,109.368,0.009,2.157,1,0.05551863493489,0.2987878787878787
1137.971,9.3,27.367,8.14,108.337,41.554,1.448,39.83,0.493,6.688,109.187,-0.002,2.166,1,0.05007633587786262,0.29333333333333333
1138.047,9.297,27.901,8.138,108.082,41.614,1.369,41.376,0.524,6.976,109.001,0.026,2.176,1,0.05043556353839245,0.2872727272727271
1138.123,9.291,27.952,8.137,107.801,42.639,1.344,42.596,0.557,7.208,108.821,-0.008,2.171,1,0.05657236940577761,0.2903030303030304
1138.199,9.287,27.92,8.136,107.529,44.399,1.307,43.252,0.57,7.347,108.663,0.027,2.16,1,0.06710971411465351,0.29696969696969683
1138.276,9.29,27.306,8.134,107.32,46.514,1.44,43.177,0.552,7.368,108.537,0.064,2.156,1,0.07977248914833111,0.29939393939393927
1138.352,9.313,25.677,8.133,107.236,48.406,1.398,42.335,0.527,7.266,108.448,0.0,2.152,1,0.0911001347103727,0.3018181818181817
1138.428,9.363,24.051,8.131,107.325,50.008,1.413,40.84,0.513,7.054,108.394,0.025,2.153,1,0.10069151324652001,0.30121212121212115
1138.504,9.44,23.175,8.13,107.587,50.759,1.395,38.94,0.492,6.769,108.372,0.021,2.144,1,0.10518784613081875,0.30666666666666653
1138.58,9.534,22.977,8.128,107.946,50.69,1.415,36.945,0.454,6.457,108.376,0.053,2.141,1,0.1047747343212094,0.3084848484848484
1138.657,9.63,23.026,8.127,108.287,50.735,1.422,35.146,0.417,6.162,108.398,0.058,2.136,1,0.1050441550666068,0.3115151515151514
1138.733,9.709,23.21,8.125,108.547,50.875,1.428,33.734,0.399,5.918,108.436,0.071,2.131,1,0.10588235294117648,0.31454545454545463
1138.809,9.762,24.015,8.123,108.796,50.353,1.427,32.778,0.406,5.744,108.487,0.112,2.126,1,0.1027570722945667,0.3175757575757576
1138.885,9.79,26.19,8.121,109.18,49.745,1.429,32.246,0.434,5.646,108.55,0.055,2.121,1,0.09911689866786409,0.32060606060606056
1138.961,9.799,29.338,8.12,109.764,50.043,1.429,32.043,0.478,5.617,108.624,0.07,2.13,1,0.1009010627151624,0.3151515151515152
1139.038,9.799,31.55,8.118,110.412,50.731,1.434,32.029,0.535,5.641,108.711,0.041,2.143,1,0.10502020655590483,0.30727272727272736
1139.114,9.799,31.631,8.116,110.922,50.915,1.436,32.042,0.589,5.689,108.811,0.079,2.156,1,0.10612183804819639,0.29939393939393927
1139.19,9.798,30.208,8.114,111.302,50.206,1.436,31.929,0.617,5.732,108.922,0.076,2.155,1,0.10187696452626856,0.3000000000000001
1139.266,9.795,28.689,8.112,111.829,49.037,1.425,31.601,0.619,5.748,109.037,0.092,2.144,1,0.09487801227361174,0.30666666666666653
1139.342,9.785,27.901,8.111,112.747,48.703,1.424,31.038,0.625,5.732,109.145,0.04,2.127,1,0.09287831162999553,0.31696969696969707
1139.419,9.764,28.11,8.109,113.894,49.613,1.388,30.324,0.629,5.704,109.229,0.061,2.119,1,0.09832659781469841,0.32181818181818167
1139.495,9.731,29.25,8.107,114.752,50.366,1.375,29.626,0.616,5.7,109.276,0.094,2.119,1,0.10283490495434816,0.32181818181818167
1139.571,9.688,30.538,8.105,114.883,50.133,1.334,29.152,0.603,5.756,109.278,0.106,2.125,1,0.10143990420595722,0.3181818181818181
1139.647,9.64,30.27,8.103,114.351,49.656,1.488,29.087,0.622,5.889,109.238,0.132,2.135,1,0.09858404430474481,0.3121212121212122
1139.723,9.594,28.617,8.102,113.624,49.263,1.563,29.533,0.664,6.084,109.167,0.128,2.141,1,0.09623110312827421,0.3084848484848484
1139.8,9.556,27.562,8.1,113.086,49.058,1.67,30.466,0.689,6.294,109.085,0.089,2.153,1,0.0950037419547972,0.30121212121212115
1139.876,9.531,28.128,8.098,112.715,49.506,1.537,31.725,0.679,6.455,109.008,0.045,2.164,1,0.09768597515342016,0.29454545454545444
1139.952,9.53,29.533,8.097,112.229,50.843,1.529,33.047,0.678,6.514,108.948,0.026,2.171,1,0.10569076485556057,0.2903030303030304
1140.028,9.57,29.793,8.095,111.538,53.036,1.47,34.116,0.733,6.446,108.912,0.039,2.149,1,0.11882053584792697,0.3036363636363636
1140.104,9.665,28.742,8.094,111.002,55.335,1.531,34.634,0.841,6.258,108.9,-0.029,2.097,1,0.13258494237389615,0.33515151515151514
1140.181,9.821,28.257,8.092,111.208,56.426,1.533,34.382,0.891,5.979,108.906,-0.026,2.073,1,0.13911689866786411,0.3496969696969697
1140.257,10.029,29.886,8.09,112.426,56.191,1.533,33.318,0.798,5.649,108.922,0.051,2.074,1,0.13770992366412216,0.3490909090909092
1140.333,10.264,33.088,8.088,114.278,55.868,1.535,31.592,0.644,5.302,108.938,0.154,2.079,1,0.1357760814249364,0.3460606060606059
1140.409,10.489,35.249,8.086,115.99,56.16,1.662,29.52,0.514,4.97,108.947,0.188,2.037,1,0.1375243227061817,0.3715151515151515
1140.485,10.668,34.373,8.083,116.943,56.989,1.754,27.478,0.408,4.685,108.948,0.181,2.01,1,0.1424876515491693,0.387878787878788
1140.562,10.777,32.34,8.081,117.053,57.971,1.825,25.829,0.331,4.482,108.939,0.031,2.012,1,0.148367010926508,0.3866666666666666
1140.638,10.816,31.536,8.078,116.67,58.568,1.847,24.815,0.288,4.388,108.926,0.077,2.048,1,0.15194132614878011,0.3648484848484848
1140.714,10.797,31.31,8.076,116.111,58.237,1.815,24.502,0.274,4.409,108.915,0.102,2.078,1,0.14995958688819042,0.34666666666666673
1140.79,10.738,31.283,8.073,115.334,57.123,1.732,24.772,0.285,4.521,108.91,0.134,2.098,1,0.14328992665768597,0.3345454545454546
1140.866,10.658,32.049,8.071,114.128,56.032,1.64,25.386,0.308,4.675,108.913,0.091,2.108,1,0.136757970363718,0.3284848484848484
1140.943,10.573,33.695,8.068,112.585,55.566,1.583,26.071,0.331,4.815,108.922,0.071,2.121,1,0.1339679688669361,0.32060606060606056
1141.019,10.497,35.597,8.066,111.238,55.439,1.496,26.594,0.359,4.9,108.928,0.09,2.135,1,0.1332076036521479,0.3121212121212122
1141.095,10.436,36.097,8.063,110.713,54.753,1.531,26.802,0.404,4.911,108.923,0.028,2.136,1,0.12910043406675648,0.3115151515151514
1141.171,10.395,33.465,8.061,111.233,53.505,1.55,26.655,0.451,4.856,108.899,0.042,2.136,1,0.12162849872773539,0.3115151515151514
1141.247,10.375,29.532,8.059,112.484,52.739,1.67,26.216,0.455,4.76,108.853,-0.008,2.129,1,0.11704235892830414,0.31575757575757574
1141.324,10.373,27.018,8.056,113.96,53.648,1.698,25.614,0.415,4.653,108.787,0.029,2.129,1,0.12248465798533156,0.31575757575757574
1141.4,10.382,26.922,8.054,115.31,55.311,1.537,24.997,0.373,4.559,108.708,0.077,2.128,1,0.13244125130968418,0.31636363636363624
1141.476,10.395,29.028,8.052,116.369,56.148,1.424,24.494,0.357,4.491,108.625,0.063,2.139,1,0.13745247717407577,0.3096969696969698
1141.552,10.405,32.061,8.05,116.974,56.277,1.326,24.197,0.369,4.452,108.545,0.03,2.155,1,0.13822481664421496,0.3000000000000001
1141.628,10.411,33.772,8.047,116.882,56.404,1.278,24.136,0.409,4.438,108.477,0.027,2.178,1,0.13898518185900316,0.28606060606060607
1141.705,10.415,33.485,8.045,115.95,56.674,1.293,24.274,0.48,4.436,108.427,0.051,2.197,1,0.14060170633138752,0.2745454545454545
1141.781,10.424,32.648,8.043,114.334,56.923,1.304,24.495,0.571,4.427,108.398,0.042,2.204,1,0.14209250112258645,0.27030303030303016
1141.857,10.452,32.006,8.04,112.445,56.737,1.313,24.642,0.633,4.389,108.394,0.059,2.209,1,0.1409788953749439,0.26727272727272716
1141.933,10.515,31.651,8.038,110.745,55.997,1.312,24.564,0.615,4.306,108.413,-0.021,2.209,1,0.1365484208950756,0.26727272727272716
1142.009,10.619,31.587,8.036,109.622,56.081,1.311,24.169,0.556,4.173,108.451,-0.011,2.201,1,0.1370513396198174,0.27212121212121204
1142.086,10.762,31.845,8.033,109.32,57.235,1.335,23.463,0.502,4.001,108.499,0.068,2.187,1,0.14396048495734173,0.2806060606060607
1142.162,10.927,32.563,8.031,109.888,57.798,1.312,22.552,0.456,3.817,108.549,0.103,2.17,1,0.14733123783864693,0.2909090909090909
1142.238,11.084,32.766,8.028,111.111,57.068,1.315,21.606,0.412,3.649,108.589,0.098,2.153,1,0.1429606346355336,0.30121212121212115
1142.314,11.201,31.472,8.025,112.485,55.884,1.284,20.803,0.377,3.524,108.61,0.128,2.158,1,0.13587187546774437,0.2981818181818182
1142.39,11.254,30.462,8.022,113.446,55.886,1.435,20.299,0.353,3.457,108.606,0.131,2.144,1,0.13588384972309536,0.30666666666666653
1142.467,11.238,31.769,8.019,113.638,57.813,1.582,20.22,0.335,3.455,108.572,0.101,2.136,1,0.1474210447537794,0.3115151515151514
1142.543,11.165,35.049,8.016,112.966,61.174,1.625,20.648,0.326,3.515,108.505,0.131,2.145,1,0.1675437808711271,0.30606060606060603
1142.619,11.063,37.509,8.013,111.549,63.631,1.541,21.61,0.333,3.625,108.408,0.206,2.168,0,0.18225415356982488,0.292121212121212
1142.695,10.962,37.135,8.01,109.701,64.865,1.513,23.044,0.367,3.761,108.285,0.145,2.192,1,0.18964226912138898,0.2775757575757574
1142.771,10.889,34.714,8.008,107.866,65.961,1.488,24.787,0.44,3.895,108.143,0.085,2.202,1,0.19620416105373448,0.2715151515151515
1142.848,10.867,32.514,8.005,106.476,66.222,1.495,26.601,0.55,4.0,107.995,0.038,2.192,1,0.19776680137703934,0.2775757575757574
1142.924,10.904,31.476,8.002,105.823,64.628,1.516,28.214,0.665,4.061,107.855,-0.032,2.194,1,0.18822331986229607,0.27636363636363637
1143.0,10.998,31.846,8.0,105.961,61.932,1.572,29.378,0.714,4.072,107.733,0.06,2.171,1,0.17208202364915434,0.2903030303030304
1143.076,11.137,33.695,7.997,106.704,60.518,1.532,29.934,0.658,4.037,107.641,0.128,2.162,1,0.1636162251160006,0.2957575757575758
1143.152,11.299,36.627,7.994,107.739,60.564,1.501,29.837,0.553,3.964,107.585,0.165,2.132,1,0.1638916329890735,0.31393939393939385
1143.229,11.457,39.363,7.991,108.78,60.382,1.467,29.156,0.468,3.864,107.565,0.12,2.132,0,0.1628019757521329,0.31393939393939385
1143.305,11.591,40.354,7.988,109.654,58.372,1.467,28.053,0.418,3.75,107.58,0.152,2.134,0,0.1507678491243826,0.31272727272727274
1143.381,11.69,39.709,7.984,110.263,56.223,1.462,26.75,0.398,3.638,107.622,0.083,2.137,0,0.13790151174973805,0.31090909090909086
1143.457,11.758,36.955,7.981,110.536,56.064,1.473,25.484,0.404,3.544,107.68,0.044,2.14,1,0.13694955844933393,0.30909090909090897
1143.533,11.798,33.959,7.978,110.471,57.254,1.478,24.465,0.417,3.485,107.742,-0.004,2.148,1,0.14407424038317618,0.30424242424242415
1143.61,11.804,32.91,7.974,110.233,57.793,1.487,23.829,0.412,3.466,107.793,0.081,2.156,1,0.14730130220026943,0.29939393939393927
1143.686,11.766,34.08,7.971,110.154,57.948,1.479,23.632,0.393,3.488,107.825,0.155,2.159,1,0.14822930698997158,0.29757575757575766
1143.762,11.674,36.656,7.967,110.459,59.691,1.472,23.882,0.386,3.546,107.832,0.174,2.165,0,0.15866487052836403,0.2939393939393939
1143.838,11.535,39.434,7.964,110.976,62.554,1.461,24.581,0.407,3.642,107.815,0.133,2.175,0,0.1758060170633139,0.28787878787878796
1143.914,11.369,41.273,7.961,111.212,64.186,1.466,25.734,0.46,3.779,107.78,0.073,2.192,1,0.18557700942972613,0.2775757575757574
1143.991,11.212,40.114,7.958,110.796,61.952,1.468,27.325,0.533,3.961,107.736,0.007,2.216,1,0.17220176620266428,0.2630303030303029
1144.067,11.091,37.299,7.955,109.816,57.468,1.501,29.271,0.596,4.178,107.692,0.014,2.242,1,0.1453554857057327,0.24727272727272723
1144.143,11.026,35.06,7.952,108.711,53.97,1.467,31.405,0.64,4.401,107.657,0.0,2.263,1,0.12441251309684179,0.23454545454545456
1144.219,11.014,33.714,7.949,107.862,53.305,1.459,33.419,0.658,4.591,107.636,0.039,2.262,1,0.12043107319263584,0.2351515151515151
1144.295,11.044,32.773,7.946,107.336,54.319,1.419,34.968,0.632,4.707,107.634,0.071,2.249,1,0.12650202065559052,0.24303030303030293
1144.372,11.109,32.169,7.943,107.087,55.123,1.382,35.767,0.586,4.722,107.651,0.033,2.217,1,0.1313156713066906,0.26242424242424234
1144.448,11.199,32.84,7.94,107.199,55.493,1.41,35.692,0.556,4.637,107.684,0.014,2.192,1,0.13353090854662478,0.2775757575757574
1144.524,11.302,35.202,7.937,107.837,55.6,1.464,34.818,0.541,4.477,107.725,0.01,2.161,1,0.13417153120790304,0.29636363636363633
1144.6,11.406,38.048,7.934,108.974,56.469,1.473,33.379,0.523,4.282,107.764,0.118,2.133,1,0.1393743451579105,0.3133333333333333
1144.676,11.496,38.877,7.931,110.296,58.001,1.514,31.676,0.496,4.089,107.793,0.161,2.1,0,0.14854662475677294,0.33333333333333326
1144.753,11.562,37.333,7.928,111.452,58.804,1.45,29.98,0.465,3.921,107.808,0.168,2.083,0,0.1533542882801976,0.34363636363636346
1144.829,11.598,36.277,7.925,112.265,58.043,1.461,28.488,0.442,3.79,107.807,0.089,2.086,1,0.14879808411914386,0.34181818181818185
1144.905,11.604,36.263,7.921,112.729,57.155,1.453,27.314,0.446,3.699,107.795,0.076,2.11,1,0.14348151474330192,0.3272727272727273
1144.981,11.586,35.165,7.918,112.964,57.643,1.539,26.486,0.484,3.65,107.776,0.115,2.128,1,0.1464032330489448,0.31636363636363624
1145.057,11.552,33.305,7.915,113.123,59.17,1.6,25.995,0.546,3.64,107.753,0.126,2.138,1,0.15554557700942975,0.3103030303030303
1145.134,11.509,31.806,7.912,113.303,60.039,1.699,25.791,0.599,3.666,107.734,0.131,2.14,1,0.16074839095943722,0.30909090909090897
1145.21,11.468,31.104,7.908,113.55,59.265,1.602,25.796,0.608,3.714,107.726,0.056,2.128,1,0.15611435413860203,0.31636363636363624
1145.286,11.438,31.766,7.905,113.886,58.17,1.519,25.905,0.582,3.768,107.74,0.032,2.128,1,0.14955844933393206,0.31636363636363624
1145.362,11.422,33.72,7.902,114.236,57.742,1.458,26.021,0.565,3.814,107.785,0.001,2.119,1,0.14699595868881904,0.32181818181818167
1145.438,11.414,35.537,7.899,114.5,57.148,1.428,26.088,0.58,3.842,107.861,0.066,2.138,1,0.14343960484957344,0.3103030303030303
1145.515,11.405,34.977,7.896,114.672,55.875,1.461,26.118,0.629,3.857,107.964,0.079,2.141,1,0.13581799131866487,0.3084848484848484
1145.591,11.384,33.135,7.893,114.697,55.335,1.482,26.176,0.699,3.871,108.08,0.107,2.159,1,0.13258494237389615,0.29757575757575766
1145.667,11.344,31.902,7.89,114.474,56.122,1.506,26.347,0.754,3.894,108.196,0.113,2.165,1,0.1372968118545128,0.2939393939393939
1145.743,11.285,31.84,7.886,113.968,56.794,1.499,26.703,0.746,3.935,108.296,0.15,2.189,1,0.14132016165244723,0.2793939393939393
1145.819,11.215,32.617,7.883,113.21,56.647,1.488,27.274,0.697,3.992,108.371,0.11,2.183,1,0.14044005388414907,0.2830303030303031
1145.896,11.143,32.913,7.88,112.265,56.391,1.498,28.052,0.666,4.06,108.417,0.112,2.194,1,0.13890734919922168,0.27636363636363637
1145.972,11.078,32.476,7.878,111.219,56.396,1.517,29.0,0.684,4.131,108.436,-0.01,2.167,1,0.13893728483759918,0.2927272727272728
1146.048,11.027,31.88,7.875,110.122,55.835,1.518,30.052,0.753,4.196,108.433,-0.064,2.17,1,0.13557850621164497,0.2909090909090909
1146.124,10.99,31.22,7.872,108.975,54.48,1.418,31.107,0.85,4.246,108.419,0.005,2.183,1,0.1274659482113456,0.2830303030303031
1146.2,10.966,29.93,7.869,107.822,53.735,1.323,32.055,0.911,4.274,108.404,0.024,2.198,1,0.12300553809309984,0.2739393939393939
1146.277,10.95,28.404,7.866,106.639,54.576,1.415,32.786,0.873,4.274,108.398,0.007,2.198,1,0.1280407124681934,0.2739393939393939
1146.353,10.94,27.586,7.864,105.323,56.534,1.512,33.231,0.772,4.247,108.405,0.054,2.197,1,0.13976350845681784,0.2745454545454545
1146.429,10.934,27.636,7.861,103.926,57.957,1.548,33.413,0.678,4.202,108.42,-0.005,2.192,1,0.14828319113905106,0.2775757575757574
1146.505,10.93,28.04,7.858,102.78,58.023,1.486,33.43,0.607,4.153,108.434,0.001,2.19,1,0.14867834156563392,0.2787878787878788
1146.581,10.929,28.33,7.855,102.319,56.802,1.472,33.426,0.541,4.115,108.433,0.006,2.185,1,0.14136805867385122,0.28181818181818175
1146.658,10.928,28.142,7.853,102.797,54.433,1.343,33.531,0.478,4.096,108.406,0.059,2.188,1,0.1271845532105972,0.27999999999999986
1146.734,10.928,27.82,7.85,104.114,51.765,1.399,33.819,0.435,4.094,108.346,0.044,2.186,1,0.11121089657236942,0.2812121212121212
1146.81,10.927,27.673,7.847,105.795,50.71,1.414,34.287,0.42,4.102,108.25,0.028,2.186,1,0.10489447687471937,0.2812121212121212
1146.886,10.931,27.0,7.845,107.26,51.814,1.442,34.876,0.426,4.108,108.127,0.018,2.186,1,0.1115042658284688,0.2812121212121212
1146.962,10.943,25.664,7.842,108.196,53.105,1.407,35.502,0.435,4.104,107.987,0.011,2.185,1,0.11923364765753629,0.28181818181818175
1147.039,10.968,24.557,7.839,108.648,53.398,1.382,36.078,0.433,4.085,107.844,0.028,2.187,1,0.12098787606645714,0.2806060606060607
1147.115,11.007,24.845,7.836,108.82,53.178,1.326,36.522,0.416,4.048,107.712,0.049,2.195,1,0.11967070797784762,0.2757575757575758
1147.191,11.059,26.535,7.834,108.819,53.562,1.299,36.763,0.394,3.989,107.602,0.054,2.199,1,0.12196976500523873,0.2733333333333334
1147.267,11.126,28.717,7.831,108.622,54.345,1.347,36.749,0.381,3.911,107.521,0.029,2.204,1,0.12665768597515342,0.27030303030303016
1147.343,11.209,30.52,7.828,108.261,54.257,1.363,36.47,0.375,3.817,107.472,0.033,2.207,1,0.12613081873970963,0.26848484848484855
1147.42,11.309,31.634,7.825,107.966,54.031,1.365,35.981,0.369,3.721,107.455,0.029,2.209,1,0.12477772788504715,0.26727272727272716
1147.496,11.428,32.01,7.822,108.026,54.826,1.333,35.374,0.362,3.634,107.464,0.054,2.211,1,0.12953749438706783,0.2660606060606061
1147.572,11.56,30.625,7.819,108.465,56.799,1.324,34.755,0.358,3.566,107.494,0.068,2.21,1,0.14135009729082473,0.26666666666666666
1147.648,11.695,27.566,7.815,109.014,58.98,1.355,34.202,0.348,3.519,107.537,0.084,2.206,1,0.15440802275108514,0.2690909090909091
1147.724,11.819,24.997,7.812,109.386,60.383,1.429,33.736,0.319,3.489,107.589,0.085,2.199,1,0.16280796287980845,0.2733333333333334
1147.801,11.923,24.719,7.809,109.493,61.221,1.409,33.334,0.282,3.471,107.643,0.063,2.188,1,0.16782517587187545,0.27999999999999986
1147.877,12.005,26.909,7.805,109.369,61.88,1.425,32.957,0.261,3.459,107.692,0.019,2.185,1,0.17177069301002845,0.28181818181818175
1147.953,12.072,30.296,7.801,108.958,62.6,1.412,32.586,0.266,3.449,107.732,0.072,2.186,1,0.1760814249363868,0.2812121212121212
1148.029,12.134,32.932,7.798,108.192,63.369,1.416,32.227,0.29,3.44,107.76,0.03,2.178,1,0.1806855261188445,0.28606060606060607
